이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
양성우,19, LF,-0.74,-0.67,-0.08,56,129,128,119,11,20,3,0,1,26,6,1,0,9,0,0,28,2,1,0,0.168,0.227,0.218,0.445,-0.110,11.3
김태균,20, DH,-0.74,-0.19,-0.56,67,254,251,219,14,48,11,0,2,65,29,0,0,30,2,3,42,8,1,2,0.219,0.316,0.297,0.613,-0.056,60.6
최인호,20, LF,-0.78,-0.63,-0.15,47,135,134,127,8,30,0,0,0,30,8,0,0,4,1,0,34,3,1,2,0.236,0.261,0.236,0.497,-0.106,22.8
윌리엄스,23, LF,-0.81,0.46,-1.27,68,273,273,258,29,63,14,0,9,104,45,1,1,8,4,0,63,6,0,3,0.244,0.275,0.403,0.678,-0.025,82.6
문현빈,24, 2B,-0.87,-0.16,-0.71,50,162,161,147,20,36,5,1,4,55,20,1,4,13,0,0,34,7,1,1,0.245,0.304,0.374,0.678,-0.047,62.9
오그레디,23, LF,-0.87,-0.80,-0.07,22,86,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,0.125,0.174,0.163,0.337,-0.156,-28.6
유로결,22, LF,-0.91,-0.62,-0.28,30,68,65,60,5,8,0,0,0,8,4,0,0,4,1,0,9,1,3,0,0.133,0.200,0.133,0.333,-0.134,-7.3
유로결,21, LF,-0.94,-0.82,-0.12,34,112,110,98,11,14,5,0,1,22,7,2,1,8,2,0,39,2,2,2,0.143,0.218,0.224,0.442,-0.128,1.2
권광민,23, LF,-1.03,-0.46,-0.57,66,81,80,73,11,11,1,1,2,20,9,2,0,6,1,0,24,2,1,0,0.151,0.225,0.274,0.499,-0.103,17.4
이원석,21, CF,-1.05,-0.88,-0.17,43,130,126,114,12,20,1,1,1,26,9,4,2,8,2,0,43,1,4,2,0.175,0.238,0.228,0.466,-0.118,10.4
이성열,20, RF,-1.11,-0.60,-0.50,79,248,248,227,23,46,5,0,8,75,34,1,1,16,5,0,69,4,0,0,0.203,0.270,0.330,0.600,-0.074,46.6
노시환,19, 1B,-1.28,-0.62,-0.65,91,192,191,177,19,33,8,1,1,46,13,2,2,11,2,0,72,3,1,1,0.186,0.241,0.260,0.501,-0.083,33.4
임종찬,21, RF,-1.29,-0.92,-0.38,42,146,144,131,9,20,5,0,1,28,8,0,1,12,1,0,49,2,2,0,0.153,0.229,0.214,0.443,-0.118,9.1
